0,1
1,5
2,7
3,2
4,4
5,2
6,2
7,2
8,4
9,2
10,2
11,4
12,4
13,2
14,2
15,2
16,2
17,4
18,8
19,2
20,2
21,4
22,3
23,2
24,3
25,2
26,3
27,5
28,2
29,2
30,2
31,2
32,2
33,4
34,3
35,2
36,2
37,5
38,3
39,7
40,2
41,2
42,5
43,4
44,3
45,2
46,2
47,3
48,5
49,4
50,2
51,2
52,4
53,4
54,4
55,4
56,4
57,2
58,6
59,2
60,2
61,2
62,5
63,2
64,5
65,4
66,4
67,5
68,2
69,2
70,4
71,5
72,2
73,4
74,2
75,2
76,7
77,2
78,8
79,7
80,2
81,2
82,2
83,2
84,2
85,2
86,4
87,2
88,2
89,5
90,2
91,2
92,2
93,4
94,2
95,2
96,3
97,2
98,3
99,4
100,3
